local_authority,active,BNG_E,BNG_N,LONG,LAT,GlobalID,geometry
South Derbyshire,72.33,431443,325363,-1.5348,52.8249,6b1da81b-e956-4179-af8f-eef004baf397,"POLYGON ((430748.99899999984 336405.8041999992, 429896.09690000024 335340.39919999987, 430933.49870000035 332550.29780000076, 433532.80370000005 332045.3024000004, 434123.0016000001 330406.7014000006, 436168.99710000027 330697.49819999933, 437380.6995000001 329455.1038000006, 438902.90270000044 329886.30040000007, 439198.80140000023 332054.49980000034, 440270.1975999996 333833.9003999997, 441245.2008999996 333953.99599999934, 444550.8025000002 332672.7028000001, 443845.80030000024 331667.40059999935, 445913.4967 330814.30480000004, 445515.10360000003 330044.2951999996, 444198.7960999999 330204.69930000044, 443788.2993000001 328616.40389999934, 443110.4974999996 328821.2952999994, 440898.10030000005 326753.7971000001, 441331.79870000016 326348.60309999995, 439354.6001000004 322829.90029999986, 437610.39859999996 322941.6983000003, 437697.69739999995 321856.4989, 436328.0031000003 321165.2968000006, 436801.30260000005 320082.0967999995, 435962.20270000026 318939.2039999999, 434245.2017000001 318055.7969000004, 433496.5996000003 319002.99569999985, 430274.00100000016 318506.2979000006, 429627.70359999966 317084.4048999995, 430846.00210000016 314990.3043000009, 430489.19710000046 313722.3972999994, 427293.1969999997 311490.29619999975, 423408.39630000014 311289.6037000008, 423290.4013 313842.0030000005, 420074.00289999973 314976.8981999997, 422587.4025999997 320844.0987, 426326.3976999996 320493.59899999946, 426105.3969999999 321256.7006000001, 427816.0987999998 322555.69879999943, 427610.6978000002 323625.2026000004, 426348.1975999996 324387.30450000055, 428032.90270000044 326099.9043000005, 425230.3981999997 328612.29509999976, 420948.4988000002 329708.0013999995, 420254.3965999996 329272.7960000001, 420000.0530000003 329950.0022, 418590.8978000004 329163.7971999999, 417194.9018000001 330163.20109999925, 417819.69600000046 333116.39580000006, 416979.20270000026 335034.89660000056, 419299.70100000035 334720.1966999993, 419713.7019999996 336103.4008000009, 421732.49700000044 336065.3016999997, 423039.70189999975 333957.8049999997, 423600.4979999997 338630.5974000003, 426495.00090000033 338935.4001000002, 426708.49849999975 337784.09970000014, 428991.10250000004 337683.99829999916, 430748.99899999984 336405.8041999992))"
South Gloucestershire,68.9,367559,183198,-2.46922,51.5467,054912e9-fa60-4d18-b4f0-69b25de5b053,"POLYGON ((379893.9979999997 188356.7028000001, 380503.3986999998 186666.09669999965, 381208.90390000027 186560.39699999988, 382055.3995000003 185702.10270000063, 381611.8976999996 181962.50310000032, 382587.19770000037 180914.90300000086, 377582.2971999999 177668.90210000053, 378473.1019000001 176537.69590000063, 379927.9017000003 176451.40059999935, 379548.9009999996 173332.10349999927, 380286.2980000004 173246.29810000025, 379613.8968000002 170018.90190000087, 378359.5014000004 169317.3027999997, 377503.59810000006 170938.59869999997, 376235.59839999955 171227.1961000003, 367449.80150000006 168647.70439999923, 366653.9963999996 169284.20219999924, 365833.00270000007 168908.59970000014, 365911.3968000002 170118.40340000018, 364607.9020999996 170099.19889999926, 362613.8010999998 172005.20340000093, 363838.5965999998 172475.59869999997, 364510.00019999966 173831.40059999935, 364283.30229999963 177340.19620000012, 361783.6966000004 177178.40249999985, 359271.69849999994 178197.4009000007, 359783.09839999955 179992.19710000046, 354814.09690000024 179554.70229999907, 353370.54449999984 183051.06489999965, 354119.5005000001 186298.6013999991, 356618.99849999975 189831.00070000067, 355859.05819999985 190260.6542000007, 355803.6496000001 190291.9810000006, 355843.1469999999 190327.50689999945, 355378.10030000005 192104.5, 357413.6986999996 195395.89780000038, 360371.8755000001 196263.21690000035, 362706.5003000004 198319.9009000007, 366230.59609999973 196244.60490000062, 366144.699 194117.80370000005, 369449.7977 194948.3958999999, 373385.3962000003 193530.40179999918, 372380.0016999999 193002.00310000032, 373175.89749999996 192152.09640000015, 372759.9012000002 188798.69629999995, 374428.00069999974 188817.20099999942, 374777.4017000003 189496.19659999944, 377161.8980999999 188135.49609999917, 379893.9979999997 188356.7028000001))"
South Hams,81.72,270676,54036,-3.81996,50.3719,46adfa16-5424-403b-ba21-72c9aaefc5fa,"POLYGON ((287687.3030000003 65412.4952000007, 287439.8026999999 62581.895400000736, 284702.20330000017 61423.79690000042, 284454.20019999985 59727.602499999106, 286473.6958999997 57823.8973999992, 287839.8036000002 57898.79590000026, 288162.3998999996 56106.199100000784, 290284.0025000004 53762.5998999998, 292895.9199000001 54316.672599999234, 292094.89829999954 50724.49960000068, 291997.9985999996 50644.104599999264, 290498.6043999996 49704.539899999276, 289702.9894000003 49863.02190000005, 288314.05539999995 50828.773000000045, 288143.92729999963 50955.4422999993, 288765.25100000016 51449.88900000043, 287995.0451999996 52585.57129999995, 287986.68479999993 52680.28089999966, 288395.95999999996 53237.140000000596, 287896.6211000001 53700.550000000745, 287869.8948999997 54003.31269999966, 286717.19400000013 54812.41119999997, 286786.60479999986 54730.69749999978, 286697.6542999996 54813.24770000018, 286885.0105999997 54614.84940000065, 287697.3554999996 53655.57310000062, 287395.9972000001 52358.42329999991, 287801.26779999956 51561.48540000059, 287829.3998999996 50994.55360000022, 288798.6087999996 49600.2798999995, 288820.89410000015 49556.45720000006, 288169.10309999995 48530.99740000069, 285330.99980000034 47761.800300000235, 283132.60080000013 44683.25740000047, 283122.79200000037 44667.015000000596, 282035.3267999999 39999.96979999915, 281775.78000000026 38886.080000000075, 281815.7533999998 38828.68249999918, 281785.09979999997 38692.39970000088, 282953.59410000034 37194.865299999714, 283060.18460000027 37041.81279999949, 280159.70239999983 37176.09769999981, 279999.99679999985 37051.19610000029, 278784.23560000025 36100.38079999946, 277278.3136 35019.84349999949, 276139.2001 36422.10019999929, 273594.2002999997 37516.001000000164, 274398.1174999997 38850.158900000155, 275791.7479999997 39330.41770000011, 274880.80200000014 39140.19549999945, 274885.2775999997 39157.93950000033, 275120.85699999984 40000.02969999984, 275406.29279999994 41020.33410000056, 275344.68819999974 40979.3236999996, 275352.09800000023 41008.7006000001, 274788.1490000002 40610.13920000009, 274736.32079999987 40698.4785999991, 274230.00289999973 41629.90279999934, 274249.92090000026 41527.53119999915, 274187.6213999996 41633.71869999915, 274539.16309999954 40000.007099999115, 274622.2796 39613.74149999954, 274677.7000000002 39328.90069999918, 274656.5142999999 39309.46680000052, 274109.2400000002 39564.169999999925, 273261.5237999996 38264.704800000414, 273003.3997999998 38143.300699999556, 272616.9872000003 36064.5362999998, 271360.2926000003 36372.30250000022, 270274.3183000004 36742.49689999968, 266994.1325000003 39215.90450000018, 266872.5968000004 39311.39650000073, 267539.00009999983 39727.699999999255, 267554.8509999998 39999.99279999919, 267656.2988999998 41742.70040000044, 267584.46800000034 41809.197200000286, 266066.5162000004 43477.3881000001, 266057.0965 43487.74670000002, 266150.21300000045 44080.33699999936, 265071.80030000024 44143.60019999929, 264780.51889999956 44410.80470000021, 264888 44660.40000000037, 264030.2000000002 45537.90000000037, 263494.98649999965 45590.07670000009, 263172.3997999998 45885.998800000176, 261655.50150000025 45805.59899999946, 261388.89740000013 46794.204600000754, 261859.09499999974 47862.881400000304, 261010.87600000016 47203.60500000045, 260811.61060000025 47164.227299999446, 259999.9974999996 47170.03810000047, 258259.40020000003 47182.50009999983, 256503.57490000036 46312.897800000384, 254524.05850000028 45921.71700000018, 252402.20100000035 46922.572300000116, 252777.15139999986 47127.78690000065, 255425.50019999966 48010.39980000071, 249246.09970000014 48749.5998999998, 249005.3049999997 50218.960100000724, 249044.76819999982 51804.33449999988, 249043.65369999968 51807.35060000047, 251333.6001000004 51089.09520000033, 254062.09690000024 52751.49929999933, 254321.50299999956 55075.40410000086, 255971.29849999957 55203.89729999937, 256428.70150000043 56609.50500000082, 255144.59920000006 57717.49780000001, 252881.89890000038 57827.89619999938, 252160.10149999987 60385.60410000011, 250274.9012000002 61266.4020000007, 250032.70260000043 62615.09589999914, 248422.49980000034 61412.10029999912, 246999.89699999988 61842.49709999934, 245995.20330000017 60387.50359999947, 244529.7416000003 60917.19610000029, 244882.08220000006 61597.346699999645, 245724.50150000025 62027.3041999992, 247150.79810000025 64874.09930000082, 250441.50090000033 64697.199899999425, 250493.9972000001 63295.60109999962, 252647.0959999999 65406.89680000022, 253843.80069999956 63605.80230000056, 256456.00090000033 64429.8964000009, 256527.6009999998 65168.705000000075, 257605.70050000027 65244.60319999978, 261380.2977 68544.99850000069, 262096.49670000002 68306.39680000022, 261856.40050000045 67243.30110000074, 265343.3027999997 65386.10270000063, 266709.7980000004 66786.40190000087, 265912.5005999999 69941.59869999997, 266220.00019999966 72433.29549999908, 267198.1035000002 73099.60480000079, 267480.4968999997 72153.49560000002, 269372.49930000026 72136.40049999952, 270554.8987999996 70104.40210000053, 272591.4040999999 72265.70350000076, 272533.90309999976 70650.29590000026, 273568.30370000005 70181.69999999925, 273027.19680000003 68382.80489999987, 274137.99619999994 67704.69899999909, 272534.10089999996 67058.70390000008, 273998.30009999964 64189.89509999938, 275270.29870000016 64478.90240000002, 274693.9029000001 68357.90210000053, 275563.6002000002 69321.49620000087, 276895.6969999997 68837.6046999991, 278658.5982999997 66130.5996000003, 281569.89639999997 63809.903899999335, 282618.80009999964 64893.10380000062, 282355.99700000044 64066.90029999986, 283319.20150000043 63661.29639999941, 285567.2999 64521.10029999912, 286366.50189999957 66195.40110000037, 287687.3030000003 65412.4952000007))"
South Holland,65.11,532910,322928,-0.03057,52.7876,62dc81c4-624b-4b49-9130-badf459a23cb,"POLYGON ((536452.8348000003 335371.23670000024, 539174.1990999999 337701.9032000005, 538986.7000000002 336123.9000000004, 540000.0109999999 335792.6294, 542291.7999999998 335043.4000000004, 546570.1014 332953.6023999993, 549277.6969999997 328008.49789999984, 548125.8010999998 328062.00060000084, 549334.0025000004 327957.8024000004, 549342.4002999999 327331.2002000008, 548772.5963000003 322718.30220000073, 549476.7987000002 327116.5033, 552888.9996999996 326676.8451000005, 551507.7964000003 323131.9037999995, 553377.9989 321886.1004000008, 547711.5970999999 317540.7042999994, 546710.3994000005 317809.09750000015, 544097.1025 317872.5993000008, 541179.9999000002 316042.2031999994, 539453.7973999996 316411.0976, 538179.6963999998 314926.7025000006, 538582.3026999999 311267.10009999946, 536804.2965000002 309378.7006000001, 533246.0991000002 308906.7957000006, 531011.2011000002 310371.0965999998, 529410.9996999996 309388.1978999991, 528418.5004000003 309965.2028000001, 525850.1968999999 307594.5013999995, 523189.59810000006 308534.20240000077, 522343.39919999987 307608.89719999954, 520976.0959999999 309159.70329999924, 517192.0993999997 312673.7973999996, 514407.1980999997 317543.2036000006, 517438.8989000004 320685.00430000015, 516142.00019999966 330690.7002000008, 516479.2973999996 331912.3004999999, 517425.20380000025 331387.5007000007, 516558.40050000045 332453.89540000074, 517356.70380000025 335692.49840000086, 517952.79700000025 338261.10309999995, 524057.8030000003 336551.1026000008, 525072.9019999998 333551.3013000004, 526699.6031 333312.2996999994, 529025.9965000004 331388.80030000024, 532005.8027999997 331903.7028999999, 536452.8348000003 335371.23670000024))"
South Kesteven,69.64,501406,328986,-0.49565,52.8489,4f53cc6b-298e-49c1-a8f3-2e8c502397a9,"POLYGON ((517356.70380000025 335692.49840000086, 516558.40050000045 332453.89540000074, 517425.20380000025 331387.5007000007, 516479.2973999996 331912.3004999999, 516142.00019999966 330690.7002000008, 517438.8989000004 320685.00430000015, 514407.1980999997 317543.2036000006, 517192.0993999997 312673.7973999996, 520976.0959999999 309159.70329999924, 517754.2971999999 307382.40210000053, 515777.6014999999 309433.8048999999, 512669.29590000026 309871.79949999973, 511676.4008999998 308374.29810000025, 507959.1975999996 306780.7042999994, 504763.89829999954 307404.4957999997, 501950.09810000006 305791.0976, 501933.2039999999 305782.1001999993, 499943.80260000005 308522.49569999985, 501100.6012000004 307911.2006999999, 504488.99980000034 309191.90410000086, 505953.6029000003 310704.80110000074, 506145.1026999997 313125.59809999913, 501805.3973000003 313503.7997999992, 498538.59690000024 314953.10500000045, 498670.60030000005 316638.30260000005, 496433.0968000004 318229.9969999995, 494224.59949999955 317895.6027000006, 493877.5979000004 318926.8975000009, 490252.7969000004 318512.0962000005, 488915.29959999956 324657.7971000001, 484701.49619999994 332481.59750000015, 483088.3995000003 332858.79949999973, 483608.70409999974 334391.2008999996, 482363.5020000003 334850.39949999936, 483750.70050000027 339853.19739999995, 482154.2011000002 340911.5044999998, 482131.50239999965 342870.5036999993, 480332.7022000002 346799.39910000004, 480890.49710000027 346596.49719999917, 481359.09690000024 348301.8990000002, 483202.50289999973 348729.1966999993, 483908.79959999956 351601.8044000007, 486135.9967 352079.8976000007, 486838.69849999994 351307.3987000007, 487898.0981999999 352190.09600000083, 494962.10369999986 350756.7962999996, 499117.59800000023 351281.7960000001, 499075.8037999999 342350.1027000006, 497929.99590000045 342588.8044000007, 497233.99729999993 340648.2997999992, 499655.90160000045 341349.49909999967, 500211.80009999964 339946.10080000013, 501262.3032999998 340666.2047000006, 502300.2988 338192.8026999999, 501351.4983999999 336983.5987999998, 501689.0016999999 336181.89829999954, 503025.9961000001 334843.5013999995, 504670.20150000043 334810.2009999994, 505240.50409999955 333311.7999000009, 510024.50289999973 334635.1010999996, 510512.89910000004 336618.20340000093, 512865.5036000004 336881.6980000008, 517356.70380000025 335692.49840000086))"
South Lakeland,77.29,349265,489555,-2.78108,54.2991,2fd56b76-ffd0-4817-becb-108945e3a78a,"POLYGON ((376200.20239999983 495676.70350000076, 379945.7028000001 492125.10009999946, 378980 489778.1019000001, 379309.90139999986 484654.99840000086, 378090.3002000004 482484.5996000003, 376489.99980000034 483844.90029999986, 375786.90220000036 482774.3967000004, 374238.00150000025 482702.99709999934, 373651.8024000004 481096.6969000008, 370052.1984000001 481319.2031999994, 370144.79860000033 482748.7039999999, 362512.5022 477911.69859999977, 359323.40330000035 477935.90169999935, 358350.7993999999 478665.30289999954, 355703.4009999996 474137.69889999926, 352015.89630000014 475052.89690000005, 352170.59839999955 476729.7969000004, 349964.09640000015 476959.5011999998, 347972.30399999954 478292.09970000014, 345446.8005999997 475698.7020999994, 343343.7889999999 476001.9550999999, 344133.7006000001 476250.1042999998, 343715.0998999998 477707.9000000004, 345145.2999999998 479190.4001000002, 341051.30069999956 478040.2006999999, 340000.00430000015 476441.2466000002, 339037.99990000017 474978.0998999998, 339235.40029999986 473241.4955000002, 333864 471109.69999999925, 334782.59729999956 473437.89910000004, 334666.9274000004 474982.6169000007, 332328.39719999954 478435.9985000007, 332765.4610000001 480000.02329999954, 330703.90020000003 477236.7997999992, 330828.4996999996 474540.40029999986, 327825.10140000004 469814.7962999996, 324942.07600000035 467013.08689999953, 324909.59839999955 467059.3950999994, 325236.30069999956 467671.6997999996, 323296.79839999974 469403.10419999994, 324329.5005999999 471632.69600000046, 324159.5038999999 474298.50290000066, 325497.19909999985 474986.59589999914, 324164.79729999974 478024.7962999996, 325265.1007000003 480912.79959999956, 323931.6021999996 479229.20150000043, 321796.79920000024 479829.89949999936, 321663.0396999996 480121.0733000003, 321717.78479999956 480152.3934000004, 323209.49980000034 483230.4963000007, 322028.50189999957 482115.29539999925, 321242.99990000017 484930.50019999966, 320037 485611.50019999966, 320151.80229999963 487587.2990000006, 320000.02520000003 486880.6850000005, 319962.2735000001 486704.9279999994, 320020.7966 491707.99950000085, 319326.00179999974 492704.80409999937, 321644.39749999996 495940.09809999913, 322458.4983000001 496081.29759999923, 324091.90270000044 501104.2997999992, 327721.6012000004 502747.1995000001, 327176.8995000003 504145.3992999997, 326389.4961000001 503532.2048000004, 325039.6972000003 504488.8010000009, 324427.0974000003 507150.99899999984, 326446.9972000001 508969.3984999992, 327977.70100000035 507914.90029999986, 328200.2022000002 509304.00269999914, 328956.39800000004 509058.40300000086, 330381.90309999976 510979.8029999994, 334374.6975999996 512086.5962000005, 334436.50260000024 511514.49990000017, 336593.6991999997 511622.2991000004, 337487.00210000016 510082.7997999992, 338204.0007999996 510328.9992999993, 340476.99930000026 508100.39719999954, 341378.3987999996 509932.6027000006, 343364.6010999996 509879.8978000004, 344042.69959999993 510877.80220000073, 345763.1964999996 509300.20380000025, 347223.80090000015 509111.3978000004, 347819.5971999997 509933.40249999985, 348945.09750000015 508020.1001999993, 354433.8016999997 504314.60089999996, 355403.2971999999 505812.7020999994, 355539.00270000007 503687.00049999915, 358535.0022999998 501175.0996000003, 360893.8978000004 501441.6032999996, 362207.09690000024 499285.3004999999, 362744.6007000003 499763.2037000004, 364222.09920000006 499192.49709999934, 365150.9960000003 499993.4978, 366722.60360000003 497056.09860000014, 368681.39919999987 498090.30260000005, 370034.00150000025 497083.3007999994, 371270.99980000034 497925.8995999992, 372751.6973000001 496783.69659999944, 375260.1995000001 497377.99650000036, 376200.20239999983 495676.70350000076))"
South Norfolk,72.8,628990,295823,1.37323,52.5122,9d0d9038-72d7-432a-882c-689f2db4c85e,"POLYGON ((625055.6266999999 307670.58210000023, 625362.8731000004 308029.3272999991, 627633.5625 308213.9224999994, 628143.8006999996 308255.40220000036, 629579.6379000004 306191.83889999986, 629612.9963999996 306143.89660000056, 630304.8782000002 307007.0111999996, 631156.4966000002 308069.39540000074, 632588.1030000001 308013.20150000043, 634066.6980999997 305242.60459999926, 636144.1979 304586.9023000002, 637120.7017000001 302799.9037999995, 638494.6999000004 303369.6007000003, 638834.8004000001 301923.8046000004, 640105.2983999997 301193.00379999913, 640632.8359000003 301260.76249999925, 643562.7988 301637.09669999965, 644538.9974999996 303468.0025999993, 645587.3982999995 303542.7011999991, 647115.3976999996 305276.3048999999, 647306.3038999997 303855.60160000063, 644586.0026000002 300220.0022999998, 646234.0006999997 298201.4001000002, 648115.1031 295554.29780000076, 649308.9961999999 295888.0022999998, 650063.9965000004 294943.80260000005, 648609.6995999999 291899.8038999997, 647755.7999 292257.70150000043, 646991.3013000004 291210.60119999945, 645900.3973000003 291191.79659999907, 643620.8027999997 292796.1973000001, 642409.7023 292283.40410000086, 641810.2039000001 290366.50280000083, 639844.301 291457.0007000007, 638405.9006000003 290651.90110000037, 636498.9993000003 291689.6041000001, 634235.9031999996 289810.90190000087, 632389.3969999999 291398.8972999994, 631819.0037000002 290318.8964000009, 633359.8985000001 289763.7952999994, 633370.0976 288581.10390000045, 631698.4031999996 288397.9963000007, 628779.2970000003 286374.5954999998, 627772.7977 283757.60459999926, 625765.2984999996 281768.7039000001, 623703.1014999999 282041.99569999985, 622016.5 279783.0022999998, 618954.8037999999 277895.8025000002, 608927.3996000001 280036.8995999992, 606325.0027000001 279951.0042000003, 605617.2960999999 282955.1042999998, 606434.2002999997 284081.5019000005, 605558.7973999996 284111.9032000005, 606979.2977999998 285204.6004000008, 607980.0007999996 284627.2957000006, 608904.7008999996 288527.7991000004, 610338.7973999996 289204.19549999945, 609051.1991999997 294354.80120000057, 610105.6023000004 295660.09750000015, 607717.8986 297659.2952999994, 605844.4970000004 297612.2986999992, 601677.8965999996 299368.1961000003, 599787.5020000003 301633.9975000005, 600790.1014 302270.39540000074, 600198.7986000003 302665.5022999998, 600836.1995999999 303772.2954999991, 605993.0977999996 303266.2003000006, 605688.5993999997 306330.6031999998, 604468.1984000001 306273.49950000085, 604673.4014999997 308956.20160000026, 605963.5969000002 309763.50049999915, 606650.8969999999 311665.9958999995, 608137.3000999996 308926.4001000002, 608380.2986000003 310114.4001000002, 609640.8035000004 310281.8021000009, 612213.6005999995 309624.7002000008, 612890.1985999998 312830.00269999914, 614709.7022000002 312219.1975999996, 615791.5036000004 313757.1973000001, 616853.4016000004 311740.9045000002, 617680.8016999997 313202.39609999955, 618780.0001999997 312724.4028999992, 619850.0031000003 310507.1975999996, 619001.1986999996 309710.2957000006, 616847.5970000001 310034.1030000001, 617547.7017000001 308111.20350000076, 618720.5038999999 308582.79849999957, 618844.5014000004 307159.79580000043, 619667.6964999996 307088.7960999999, 620735.7039999999 305014.9997000005, 622674.2002999997 304889.9955000002, 625055.6266999999 307670.58210000023))"
South Oxfordshire,77.99,463890,191964,-1.07847,51.6229,a6068087-a178-4455-96a0-f98d42965d25,"POLYGON ((460541.4966000002 210976.89780000038, 461743.40390000027 209595.40330000035, 463340.0022999998 209491.4031000007, 463538.2960000001 206828.29539999925, 465997.69880000036 205530.09699999914, 467035.29849999957 205580.40259999968, 467061.1962000001 207022.3998000007, 470082.90390000027 206421.80169999972, 470506.79899999965 207382.69669999927, 472314.1989000002 207091.20009999909, 474373.79860000033 205992.4046, 476886.29959999956 202861.90069999918, 476489.4978 199885.3027999997, 477537.7006999999 198604.49939999916, 476300.70239999983 198089.0968999993, 477710.4017000003 197218.89599999972, 474935.9963999996 197623.70009999909, 473946.6962000001 196771.30409999937, 474311.80399999954 195283.30010000058, 472688.90390000027 195181.59919999912, 473828.2971999999 193636.00159999914, 472771.99760000035 192754.0041000005, 473583.1962000001 191546.09979999997, 473291.9972000001 190089.49679999985, 475116.1014999999 189496.19659999944, 473430.29980000015 187930.70470000058, 473656.3958999999 186330.00290000066, 476238.79849999957 184704.49819999933, 476591.70359999966 183461.40410000086, 476379.8962000003 182545.89609999955, 477902.0005000001 181103.3990000002, 478509.10080000013 178903.99860000052, 476883.0016000001 178101.99819999933, 474996.90270000044 174880.20040000044, 473102.20409999974 173916.29629999958, 472675.00270000007 174557.60270000063, 473635.29679999966 175644.10170000046, 472471.1024000002 177641.00009999983, 469644.2006999999 176625.40080000088, 468618.2017999999 174607.89829999954, 467007.90020000003 175580.30000000075, 465956.5971999997 177416.7042999994, 463428.8015999999 176705.49789999984, 462430.7039999999 177129.09669999965, 461639.6974999998 179334.9952000007, 459627.80370000005 180045.50180000067, 459709.3968000002 183018.00100000016, 455269.5963000003 181353.19749999978, 455258.90249999985 182377.40430000052, 453725.70040000044 182088.99689999968, 455246.50189999957 188442.69820000045, 453446.1020999998 187109.89970000088, 450723.5005000001 187554.2025000006, 449279.9963999996 186797.5990999993, 450994.6969999997 189690.30110000074, 450417.6004999997 190561.30169999972, 450955.5 191373.4991999995, 452496.4045000002 191792.7304999996, 454135.60369999986 193962.3981999997, 451080.0003000004 194845.3953000009, 449881.1026999997 194047.3038999997, 449257.89969999995 194473.70179999992, 450019.70210000034 196899.79739999957, 451963.6978000002 196689.59750000015, 453559.1007000003 197762.80030000024, 453867.9029000001 199122.90100000054, 452499.5031000003 203209.40130000003, 453830.0992999999 201646.59860000014, 456085.0987999998 202069.0976999998, 456019.5011 203457.00039999932, 457014.2017999999 204184.00229999982, 455754.00189999957 204508.99929999933, 455701.90139999986 206747.89839999937, 456668.89859999996 207782.20229999907, 453859.0971999997 208462.49760000035, 451642.6021999996 210023.3007999994, 452356.30289999954 212644.2006000001, 455643.0976 211233.30440000072, 456120.9978 212922.8007999994, 457491.20330000017 213120.90410000086, 458432.50069999974 211224.79690000042, 460308.40050000045 211565.9991999995, 460541.4966000002 210976.89780000038))"
South Ribble,69.27,352017,425840,-2.72871,53.7267,3c0a03f1-8a48-4095-8f71-1ad49d4e54a8,"POLYGON ((360594.7999999998 431847.8043000009, 364015.2965000002 431197.10050000064, 364138.89829999954 430454.4031000007, 362898.00009999983 429663.7993999999, 363748.50289999973 429031.4003999997, 363060.7988 427981.20109999925, 362033.4972000001 428461.70350000076, 359738.69880000036 427081.69849999994, 358536.99760000035 424724.6032999996, 357068.19770000037 424144.9991999995, 356643.7997000003 424786.69549999945, 355775.80090000015 424028.1026000008, 355354.79980000015 422128.69629999995, 356643.7006999999 421782.39550000057, 356580.8980999999 420669.20409999974, 353320.1001000004 420794.5982000008, 353022.50289999973 419663.1020999998, 351637.80260000005 420005.30409999937, 351883.3981999997 421330.3048999999, 350797.1031999998 422064.1048000008, 345935.09779999964 421497.9968999997, 345087.1014999999 422439.89719999954, 345700.79789999966 423249.39550000057, 345167.30119999964 425289.4015999995, 342831.9204000002 426682.03759999946, 344130.40490000043 426289.97089999914, 343702.3998999996 426878.8001000006, 345652.9430999998 427865.6984000001, 345511.51329999976 427817.39800000004, 347746.8015999999 428616.19930000044, 351833.30119999964 429278.4997000005, 353119.8027999997 428218.5031000003, 355325.99980000034 428731.1963999998, 356183.4036999997 428220.4025999997, 356811.9989 429554.3007999994, 359094.9985999996 430681.7980000004, 358330.9040999999 431968.09979999997, 360594.7999999998 431847.8043000009))"
South Somerset,68.14,345633,120798,-2.77588,50.984,7b0932d4-fc7e-4508-934d-814da4230acc,"POLYGON ((375863.8038999997 136861.50310000032, 375984.2971999999 136212.29900000058, 374582.2988 135574.10160000063, 374712.70270000026 133654.5011, 377269.80119999964 131201.7031999994, 375574.0971999997 130000.09720000066, 376959.10250000004 126940.30299999937, 373339.1991999997 122907.2974999994, 373641.8010999998 121331.2985999994, 375187.60170000046 121336.49709999934, 375907.0987 119992.90169999935, 370955.5025000004 117989.29519999959, 370045.00040000025 119195.89980000071, 368695.4983000001 118810.60009999946, 368992.6997999996 117898.00139999948, 368049.0031000003 116756.4980999995, 365668.00260000024 119377.1978999991, 364841.40220000036 121725.29580000043, 363150.7028999999 121522.60380000062, 361681.90299999993 122382.29770000093, 361811.10309999995 120773.09840000048, 361049.4985999996 120162.10329999961, 359762.40330000035 120968.1026000008, 358953.99980000034 119881.90350000001, 358268.4972000001 120384.5996000003, 357734.49760000035 119833.3973999992, 358073.50150000025 116742.30220000073, 356809.09669999965 115863.80360000022, 357643.3979000002 114315.89670000039, 356218.29679999966 112230.6035999991, 357222.29789999966 110408.09530000016, 356753.8959999997 109308.69999999925, 353628.10259999987 109944.19810000062, 349828.1024000002 108204.49609999917, 349808.60280000046 107398.49679999985, 346789.89630000014 107763.10239999928, 344324.49930000026 106222.60339999944, 342990.8030000003 107415.00210000016, 341738.60080000013 105788.49770000018, 337708.3985000001 106050.00280000083, 334603.59700000007 105013.6995000001, 332873.99760000035 102838.60209999979, 331800.8038999997 104299.30389999971, 331567.9963999996 106697.09759999998, 327110.60089999996 106240.8981999997, 327420.90380000044 107412.60280000046, 325882.4001000002 108877.90330000035, 326101.99909999967 112616.9031000007, 323863.59690000024 114137.59779999964, 323622.9978 115960.89589999989, 327523.90110000037 115715.89599999972, 329319.99700000044 118000.3021000009, 331245.30119999964 118855.39729999937, 331419.7006999999 122481.9991999995, 333838.29870000016 123079.19830000028, 333417.09979999997 123973.90220000036, 338137.6034000004 127754.40000000037, 337500.69710000046 128790.60339999944, 337863.99930000026 130350.39690000005, 338633.99729999993 131696.10170000046, 340040.39859999996 131308.70260000043, 340587.6974999998 134108.20119999908, 342699.0020000003 134613.39660000056, 347777.49789999984 133158.4031000007, 348678.0976999998 134418.40249999985, 350554.5005000001 132718.9989, 349975.30140000023 131177.3002000004, 350642.9040000001 130538.50310000032, 350490.4034000002 131449.00239999965, 351243.49899999984 130999.40110000037, 352850.09860000014 131784.69629999995, 353605.29679999966 133539.7039999999, 354709.20330000017 133841.59759999998, 355664.59970000014 132294.50039999932, 355089.90249999985 131677.3970999997, 355764.70299999975 129518.29509999976, 358196.79810000025 130276.5979999993, 357979.20270000026 131876.30010000058, 359047.59779999964 131846.8984999992, 357993.2028999999 132357.80230000056, 358216.09979999997 133404.4026999995, 359528.20239999983 132323.30220000073, 363567.8041000003 133672.99579999968, 366355.4014999997 135666.99499999918, 368334.10080000013 136044.29700000025, 370144.79860000033 138312.59779999964, 374110.90390000027 138309.59860000014, 375863.8038999997 136861.50310000032))"
